name,SALE,price(Rub),available_sizes(EU),img,link
Aj1 H University Blue Kids,NO,31500,18.5,https://kicksmania.ru/wp-content/uploads/2022/11/aj1-h-university-blue-kids-768x461.jpg,https://kicksmania.ru/product/aj1-h-university-blue-kids/
Louis Vuitton x Air Force 1 Low White,NO,None,None,https://kicksmania.ru/wp-content/uploads/2022/07/louis-vuitton-x-air-force-1-low-white-768x461.jpg,https://kicksmania.ru/product/louis-vuitton-nike-air-force-1-low-by-virgil-abloh-white/
Union LA x Air Jordan 1 Retro High NRG ‘Storm Blue’,NO,229900,43,https://kicksmania.ru/wp-content/uploads/2022/09/union-la-x-air-jordan-1-retro-high-nrg-storm-blue-768x461.jpg,https://kicksmania.ru/product/union-la-x-air-jordan-1-retro-high-nrg-storm-blue/
Air Jordan 1 High Gore-Tex Grey,NO,44900 - 47900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2022/11/air-jordan-1-high-element-gore-tex-particle-grey-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-gore-tex-grey/
Air Jordan 1 High Gore-Tex Light Bone,NO,44900 - 54900,"40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49.5",https://kicksmania.ru/wp-content/uploads/2021/12/jordan-1-high-element-gore-tex-light-bone-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-gore-tex-light-bone/
Air Jordan 1 Low Vintage Grey,NO,39500,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5",https://kicksmania.ru/wp-content/uploads/2022/06/air-jordan-1-low-vintage-grey-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-vintage-grey/
Air Jordan 1 Retro High Visionaire,NO,41160,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2022/08/aj1-h-visionaire-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-visionaire/
Drake x Air Force 1 Low White NOCTA,NO,59900,43,https://kicksmania.ru/wp-content/uploads/2023/03/af1-nocta-main-730x438.png,https://kicksmania.ru/product/drake-x-air-force-1-low-white-nocta/
New Balance 550 Purple White,NO,34900,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46",https://kicksmania.ru/wp-content/uploads/2022/06/new-balance-550-purple-768x461.jpg,https://kicksmania.ru/product/new-balance-550-purple-white/
Off-White x Air Jordan 1 High UNC,NO,219900,39,https://kicksmania.ru/wp-content/uploads/2021/06/off-white-x-jordan-1-high-unc-768x461.png,https://kicksmania.ru/product/off-white-x-air-jordan-1-high-unc/
Air Jordan 1 Retro High Heritage,NO,37600 - 43200,"36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5",https://kicksmania.ru/wp-content/uploads/2022/05/jordan-1-retro-high-og-heritage-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-heritage/
Travis Scott x Fragment x Air Jordan 1 Low,NO,209900 - 284200,"38, 38.5, 43, 46",https://kicksmania.ru/wp-content/uploads/2021/08/travis-scott-x-fragment-x-air-jordan-low-768x461.jpg,https://kicksmania.ru/product/travis-scott-x-fragment-x-air-jordan-1-low/
Air Jordan 1 Retro High Mocha,NO,87900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49",https://kicksmania.ru/wp-content/uploads/2021/12/dark-mocha-jordan-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-dark-mocha-2/
Ishod Wair x Magnus Walker x Nike SB Dunk High,NO,59900 - 82900,"41, 43",https://kicksmania.ru/wp-content/uploads/2021/07/nike-dunk-sb-high-pro-ishod-wair-x-magnus-walker-768x461.jpg,https://kicksmania.ru/product/nike-dunk-sb-high-pro-ishod-wair-x-magnus-walker/
Air Jordan 1 High OG True Blue,NO,34900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5, 50.5, 51.5, 52.5",https://kicksmania.ru/wp-content/uploads/2023/02/trueblueprevyu-730x438.jpg,https://kicksmania.ru/product/air-jordan-1-high-og/
Air Jordan 1 Retro High Brotherhood,NO,40800,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2022/03/aj1-h-brotherhood-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-brotherhood/
Off-White x Air Jordan 1 Retro Chicago,NO,799900,43,https://kicksmania.ru/wp-content/uploads/2022/06/aj1-h-x-off-white-chicago--768x461.jpg,https://kicksmania.ru/product/off-white-x-air-jordan-1-retro-chicago/
Air Jordan 1 Low Bleached Coral,NO,35910,"37.5, 39, 40",https://kicksmania.ru/wp-content/uploads/2022/06/aj-1-low-og-bleached-coral--768x461.jpg,https://kicksmania.ru/product/aj-1-low-og-bleached-coral/
A Ma Maniere x Air Jordan 3,NO,68500,38,https://kicksmania.ru/wp-content/uploads/2022/11/aj3-x-a-ma-maniere-7usw-768x461.jpg,https://kicksmania.ru/product/air-jordan-3-x-a-ma-maniere/
Air Jordan 1 High Gore-Tex Berry,NO,34900 - 39900,"40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49.5",https://kicksmania.ru/wp-content/uploads/2022/09/air-jordan-1-high-gore-tex-berry-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-gore-tex-berry/
Air Jordan 1 Low Dark Mocha,NO,None,None,https://kicksmania.ru/wp-content/uploads/2022/03/jordan-krossovki-jordan-1-low-mocha-brown-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-mocha-brown/
Air Jordan 1 Low Homage,NO,31395,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2022/08/aj1-low-homage-blackwhite--768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-homage-black-white/
Air Jordan 1 Low Pinksicle,NO,34545,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40",https://kicksmania.ru/wp-content/uploads/2022/09/aj1-low-pinksicle-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-pinksicle/
Air Jordan 1 Mid Black + Red = Bred,NO,24255,"36.5, 37.5, 38, 38.5, 39, 40",https://kicksmania.ru/wp-content/uploads/2022/06/aj1-mid-blackredbred-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-black-red-bred/
Air Jordan 1 Retro High Atmosphere,NO,42600,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2021/12/jordan-1-retro-high-atmosphere-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-atmosphere/
Air Jordan 1 Retro High Lucky Green,NO,34900 - 46900,"37.5, 38, 40",https://kicksmania.ru/wp-content/uploads/2021/05/jordan-1-retro-high-lucky-green-w-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-lucky-green/
Air Jordan 1 Retro High Track Red,NO,68000 - 107500,"40, 43",https://kicksmania.ru/wp-content/uploads/2021/07/jordan-1-retro-high-track-red-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-track-red/
Nike SB x Air Jordan 1 Retro High LA to Chicago,NO,89900,"38, 43, 44",https://kicksmania.ru/wp-content/uploads/2021/04/aj1-la-to-chicago-768x461.png,https://kicksmania.ru/product/nike-sb-x-air-jordan-1-retro-high-la-to-chicago/
Air Jordan 1 Low Powder Blue,NO,38400,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46",https://kicksmania.ru/wp-content/uploads/2022/10/air-jordan-1-low-og-dark-powder-blue-768x461.jpeg,https://kicksmania.ru/product/air-jordan-1-low-powder-blue/
Air Jordan 1 Retro High RE2PECT,NO,113610,"44, 45",https://kicksmania.ru/wp-content/uploads/2022/06/jordan-1-retro-high-re2pect-768x461.jpg,https://kicksmania.ru/product/jordan-1-retro-high-re2pect/
Adidas Adilette 22 Magic Lime,NO,21900 - 23900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47",https://kicksmania.ru/wp-content/uploads/2022/06/adilette-22-zelenye-768x461.jpg,https://kicksmania.ru/product/adilette-22/
Adidas Adilette 22 Grey,NO,21900 - 23900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5",https://kicksmania.ru/wp-content/uploads/2022/06/adidas-adilette-22-grey-768x461.jpg,https://kicksmania.ru/product/adidas-adilette-22-grey/
Adidas Adilette 22 Carbon Aluminum,NO,21900 - 23900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5",https://kicksmania.ru/wp-content/uploads/2022/06/adilette-22-sero-belye-768x461.jpg,https://kicksmania.ru/product/adidas-adilette-22-carbon-aluminum/
Air Jordan 1 Low Pink Red,NO,38400,"36.5, 37.5, 38, 38.5, 39, 40",https://kicksmania.ru/wp-content/uploads/2021/11/air-jordan-low-pink-red-768x461.jpg,https://kicksmania.ru/product/air-jordan-low-pink-red/
Air Jordan 1 Mid Tan Gum,NO,50190,"40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46",https://kicksmania.ru/wp-content/uploads/2022/06/jordan-1-mid-tan-gum-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-tan-gum/
Air Jordan 1 Mid Turf Orange,YES,39900 - 26900,37.5,https://kicksmania.ru/wp-content/uploads/2021/04/air-jordan-1-mid-turf-orange-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-turf-orange/
Air Jordan 1 Retro High Rookie of the Year,NO,95900,43,https://kicksmania.ru/wp-content/uploads/2022/08/air-jordan-1-retro-high-og-rookie-of-the-year-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-og-rookie-of-the-year/
Yeezy Boost 350 v2 Onyx,NO,67900,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 46, 46.5, 47, 48, 48.5, 49, 50, 50.5",https://kicksmania.ru/wp-content/uploads/2022/08/yeezy-350-v2-onyx--768x461.jpg,https://kicksmania.ru/product/yeezy-boost-350-v2-onyx/
Adidas Adilette 22 Lime/Sand,NO,21900 - 23900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5",https://kicksmania.ru/wp-content/uploads/2022/06/adidas-adilette-22-limesand-768x461.jpg,https://kicksmania.ru/product/adidas-adilette-22-lime-sand/
Adidas Adilette 22 Black,NO,21900 - 23900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5",https://kicksmania.ru/wp-content/uploads/2022/06/adilette-22-chernyj-768x461.jpg,https://kicksmania.ru/product/adidas-adilette-22-black/
Air Jordan 1 Retro High Satin Snake,NO,None,None,https://kicksmania.ru/wp-content/uploads/2021/04/aj1-satin-snake-768x461.png,https://kicksmania.ru/product/air-jordan-1-retro-high-satin-snake/
Air Jordan 1 Mid Grey Green,NO,43900,"36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2022/02/jordan-1-mid-se-grey-green-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-grey-green/
Air Jordan 1 Mid Wolf Grey,NO,51500,"37.5, 38, 38.5, 39, 40, 40.5",https://kicksmania.ru/wp-content/uploads/2021/08/jordan-1-mid-wolf-grey-aluminum-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-wolf-grey-aluminum/
Air Jordan 1 Retro High Bred Toe,NO,103500,46,https://kicksmania.ru/wp-content/uploads/2022/12/air-jordan-1-high-bred-toe-730x438.jpg,https://kicksmania.ru/product/air-jordan-1-high-bred-toe/
Air Jordan 1 Retro High Homage to Home,NO,78540,"38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2021/04/1-66-730x438.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-homage-to-home/
Air Jordan 4 Retro Lightning,NO,56900 - 64900,"36, 42.5, 43, 44",https://kicksmania.ru/wp-content/uploads/2021/08/jordan-4-retro-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-retro-lightning/
Nike Dunk Low Ocean,NO,27900 - 42630,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2022/06/nike-dunk-low-ocean-w-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-ocean-w/
Air Jordan 4 Retro Sashiko,NO,48825 - 57645,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48.5, 49.5",https://kicksmania.ru/wp-content/uploads/2022/09/air-jordan-4-sashiko-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-sashiko/
Air Jordan 4 Retro Red Thunder,NO,74200,"41, 42, 42.5, 43, 44, 44.5, 45",https://kicksmania.ru/wp-content/uploads/2022/01/110-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-retro-red-thunder/
Air Jordan 1 Retro High Hand Crafted,NO,41400 - 43900,"41, 42, 42.5, 43, 44, 44.5, 45, 46",https://kicksmania.ru/wp-content/uploads/2021/12/jordan-1-retro-high-og-hand-crafted-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-hand-crafted/
Nike Dunk Low Grey Fog,YES,47145 - 39900,"40, 41, 42",https://kicksmania.ru/wp-content/uploads/2022/06/nike-dunk-low-grey-fog-1-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-grey-fog/
Nike Dunk Low Two Toned Grey,NO,47040 - 61215,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49",https://kicksmania.ru/wp-content/uploads/2022/06/nike-dunk-low-two-toned-grey-1-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-two-toned-grey/
Air Jordan 1 Low Slate Blue Navy,NO,38325,"38, 40",https://kicksmania.ru/wp-content/uploads/2022/09/aj1-low-slate-blue-navy-768x461.jpg,https://kicksmania.ru/product/jordan-1-low-slate-blue-navy/
Yeezy Boost 350 v2 Carbon,NO,48300,36,https://kicksmania.ru/wp-content/uploads/2021/04/yeezy-boost-350-v2-carbon-768x461.jpg,https://kicksmania.ru/product/yeezy-boost-350-v2-carbon/
Air Jordan 1 Mid Yellow Floral,YES,31395 - 24900,36.5,https://kicksmania.ru/wp-content/uploads/2021/04/modeli-iz-etoj-papki-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-yellow-floral/
Air Jordan 1 Retro High Spider-Man Origin Story,NO,None,None,https://kicksmania.ru/wp-content/uploads/2021/06/jordan-1-retro-high-spider-man-origin-story-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-spider-man-origin-story/
New Balance 550 Lakers Orange,NO,29900,"38, 39",https://kicksmania.ru/wp-content/uploads/2022/06/new-balance-550-orange--768x461.jpg,https://kicksmania.ru/product/new-balance-550-lakers-orange/
Nike SB Dunk High Pineapple,NO,27900,38,https://kicksmania.ru/wp-content/uploads/2022/10/nike-sb-dunk-high-pineapple--768x461.jpg,https://kicksmania.ru/product/nike-sb-dunk-high-pineapple/
Nike SB x Air Jordan 1 Retro High ‘NYC to Paris’,NO,67305,43,https://kicksmania.ru/wp-content/uploads/2021/04/air-jordan-1-nyc-to-paris-768x461.png,https://kicksmania.ru/product/nike-sb-x-air-jordan-1-retro-high-nyc-to-paris/
Air Jordan 1 High ’85 GeorgeTown,NO,71200,45,https://kicksmania.ru/wp-content/uploads/2022/04/jordan-1-high-georgetown-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-85-georgetown/
Nike Dunk Low Black Paisley,NO,32900 - 49900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2022/06/nike-dunk-low-ess-black-paisley-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-essential-black-paisley/
Air Jordan 1 Retro High Marina Blue,NO,34200,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2022/02/jordan-1-retro-high-og-dark-marina-blue-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-dark-marina-blue/
Air Jordan 1 High Shattered 3.0,NO,65415,44,https://kicksmania.ru/wp-content/uploads/2022/09/air-jordan-1-high-shattered-3.0-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-shattered-3-0/
Air Jordan 1 Low Grey Red,NO,35910,37.5,https://kicksmania.ru/wp-content/uploads/2022/06/air-jordan-1-low-smoke-grey-red-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-smoke-grey-red/
Air Jordan 1 Mid Valentine’s Day,YES,42400 - 37900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2022/03/aj1-mid-valentines-day--768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-valentines-day/
Air Jordan 1 Retro High Fusion Red,NO,27900,"37.5, 43",https://kicksmania.ru/wp-content/uploads/2021/06/jordan-1-retro-high-og-light-fusion-red-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-light-fusion-red/
Air Jordan 1 Retro High Seafoam,NO,56900 - 59800,"36.5, 37.5, 40",https://kicksmania.ru/wp-content/uploads/2021/08/jordan-1-high-og-seafoam-w-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-high-og-seafoam/
Air Jordan 4 Retro Shimmer,NO,56900,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5",https://kicksmania.ru/wp-content/uploads/2021/09/jordan-4-shimmer-768x461.jpg,https://kicksmania.ru/product/air-jordan-4-retro-shimmer/
Stussy x Lookout & Wonderland x Air Force 1 ‘Hand Dyed — Yellow’,NO,177450,43,https://kicksmania.ru/wp-content/uploads/2021/06/3-2-768x461.jpg,https://kicksmania.ru/product/stussy-x-lookout-wonderland-x-air-force-1-low-los-angeles/
Travis Scott x Fragment x Air Jordan 1 High,NO,494300,37.5,https://kicksmania.ru/wp-content/uploads/2021/07/travis-scott-x-fragment-x-air-jordan-1-high-2-768x461.jpg,https://kicksmania.ru/product/travis-scott-x-fragment-x-air-jordan-1-high/
Yeezy Slide Onyx,NO,23900 - 31900,"37, 38, 39, 40.5, 42, 43, 44.5, 46, 47, 48.5, 50, 51",https://kicksmania.ru/wp-content/uploads/2022/04/yeezy-slide-onyx--768x461.jpg,https://kicksmania.ru/product/yeezy-slide-onyx/
Nike Dunk Low PRM Halloween,NO,49800,"36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49",https://kicksmania.ru/wp-content/uploads/2022/02/nike-dunk-low-prm-halloween-2021-768x461.jpg,https://kicksmania.ru/product/nike-dunk-low-prm-halloween/
Air Jordan 1 Low Arctic Punch,YES,53800 - 42900,40,https://kicksmania.ru/wp-content/uploads/2021/04/jordan-1-low-se-arctic-punch-768x461.png,https://kicksmania.ru/product/air-jordan-1-low-arctic-punch/
Air Jordan 1 Low Madder Root,NO,38700,"37.5, 38",https://kicksmania.ru/wp-content/uploads/2022/05/air-jordan-1-low-madder-root-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-low-madder-root/
Air Jordan 1 Low SoleFly,NO,38325,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49.5",https://kicksmania.ru/wp-content/uploads/2022/06/83-1-768x461.jpg,https://kicksmania.ru/product/aj1-low-solefly/
Air Jordan 1 Retro High Patent Bred,NO,51700,"35.5, 36, 36.5, 37.5, 38, 38.5, 39, 40, 40.5, 41, 42, 42.5, 43, 44, 44.5, 45, 45.5, 46, 47, 47.5, 48, 48.5, 49, 49.5",https://kicksmania.ru/wp-content/uploads/2021/12/jordan-1-retro-high-og-patent-bred-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-retro-high-patent-bred/
Air Jordan 1 Retro High Royal Toe,NO,56070,42,https://kicksmania.ru/wp-content/uploads/2021/04/air-jordan-1-retro-high-royal-toe--768x461.png,https://kicksmania.ru/product/air-jordan-1-retro-high-royal-toe/
NB 2002R Protection Pack Rain Cloud,NO,35595 - 59900,"39, 40.5, 45, 46",https://kicksmania.ru/wp-content/uploads/2022/09/nb-2002r-protection-pack-bone-768x461.jpg,https://kicksmania.ru/product/nb-2002r-protection-pack-rain-cloud/
New Balance 530 White Grey,NO,26900,"36.5, 37.5, 38.5, 40.5, 42",https://kicksmania.ru/wp-content/uploads/2023/10/nb2main-730x438.png,https://kicksmania.ru/product/new-balance-530-white-grey/
New Balance 530 White Silver Navy,NO,26900,"36.5, 37.5, 38.5, 40, 40.5, 41, 42",https://kicksmania.ru/wp-content/uploads/2023/10/nb1main-730x438.png,https://kicksmania.ru/product/new-balance-530-white-silver-navy/
New Balance 550 White & Sky Blue,NO,27900,"37.5, 38, 38.5, 39, 40, 40.5",https://kicksmania.ru/wp-content/uploads/2023/10/nb3main-730x438.png,https://kicksmania.ru/product/new-balance-550-white-sky-blue/
Vans Knu Skool Black Charcoal,NO,25900,"36.5, 37",https://kicksmania.ru/wp-content/uploads/2023/11/vansblcmain-730x438.png,https://kicksmania.ru/product/vans-knu-skool-black-charcoal/
Vans Knu Skool Black White,NO,27900,"37, 38, 38.5, 39",https://kicksmania.ru/wp-content/uploads/2023/10/vansmain-730x438.png,https://kicksmania.ru/product/vans-knu-skool-black-white/
Vans Knu Skool Leather White,NO,25900,39,https://kicksmania.ru/wp-content/uploads/2023/11/vanslwmain-730x439.png,https://kicksmania.ru/product/vans-knu-skool-leather-white/
Vans Knu Skool Marshmallow White,NO,25900,42.5,https://kicksmania.ru/wp-content/uploads/2023/11/vansmmmain-730x438.png,https://kicksmania.ru/product/vans-knu-skool-marshmallow-white/
Vans Knu Skool Peach Dust,NO,25900,"36.5, 38, 38.5, 39, 40.5",https://kicksmania.ru/wp-content/uploads/2023/11/vansvlxmain-730x438.png,https://kicksmania.ru/product/vans-knu-skool-peach-dust/
Vans Knu Skool Suede Beige,NO,25900,40,https://kicksmania.ru/wp-content/uploads/2023/11/vansbmain-730x438.png,https://kicksmania.ru/product/vans-knu-skool-suede-beige/
NB M2002R Protection Pack Phantom,NO,52900 - 62900,"44, 45",https://kicksmania.ru/wp-content/uploads/2022/09/new-balance-m2002r-protection-pack-phantom-768x461.jpg,https://kicksmania.ru/product/nb-m2002r-protection-pack-phantom/
Air Jordan 1 Mid Corduroy,NO,32400,"36.5, 37.5, 38.5",https://kicksmania.ru/wp-content/uploads/2021/09/jordan-1-mid-se-corduroy-sail-1-768x461.jpg,https://kicksmania.ru/product/air-jordan-1-mid-se-corduroy-sail/
